學校代碼,學校名稱,科系代碼,科系名稱,日間∕進修別,等級別,一年級男生,一年級女生,二年級男生,二年級女生,三年級男生,三年級女生,四年級男生,四年級女生,五年級男生,五年級女生,六年級男生,六年級女生,七年級男生,七年級女生,延修生男生,延修生女生,縣市名稱,體系別
1048,亞洲大學,04131017,經營管理學系,N 職,M 碩士,47,30,40,11,4,1,-,2,-,-,-,-,-,-,-,-,06 臺中市,1 一般
1048,亞洲大學,04131017,經營管理學系,P 進,B 學士,-,-,-,-,2,-,26,13,-,-,-,-,-,-,9,2,06 臺中市,1 一般
1048,亞洲大學,04131054,創新與創業管理碩士學位學程,D 日,M 碩士,11,4,-,-,-,-,-,-,-,-,-,-,-,-,-,-,06 臺中市,1 一般
1048,亞洲大學,04131055,EMBA高階經理碩士在職學位學程,N 職,M 碩士,20,11,-,-,-,-,-,-,-,-,-,-,-,-,-,-,06 臺中市,1 一般
1048,亞洲大學,04199018,新興產業策略與發展博士學位學程,D 日,D 博士,9,3,1,1,-,-,-,-,-,-,-,-,-,-,-,-,06 臺中市,1 一般
1048,亞洲大學,04199026,管理學院進修學士學位學程,P 進,B 學士,52,34,54,60,65,36,-,-,-,-,-,-,-,-,-,-,06 臺中市,1 一般
1048,亞洲大學,04212027,財經法律學系,D 日,M 碩士,6,3,3,6,4,2,3,1,-,-,-,-,-,-,-,-,06 臺中市,1 一般
1048,亞洲大學,04212027,財經法律學系,D 日,B 學士,44,52,51,44,61,53,63,50,-,-,-,-,-,-,22,10,06 臺中市,1 一般
1048,亞洲大學,05121028,生物科技學系,D 日,M 碩士,6,4,6,2,1,3,1,-,-,-,-,-,-,-,-,-,06 臺中市,1 一般
1048,亞洲大學,05121028,生物科技學系,D 日,B 學士,33,46,54,35,49,40,67,39,-,-,-,-,-,-,12,5,06 臺中市,1 一般
1048,亞洲大學,05191053,食品營養與保健生技學系,D 日,M 碩士,5,8,7,6,2,3,-,1,-,-,-,-,-,-,-,-,06 臺中市,1 一般
1048,亞洲大學,05191053,食品營養與保健生技學系,D 日,B 學士,7,83,15,80,22,77,24,84,-,-,-,-,-,-,3,5,06 臺中市,1 一般
1048,亞洲大學,05191053,食品營養與保健生技學系,P 進,B 學士,17,33,15,34,22,34,20,34,-,-,-,-,-,-,19,12,06 臺中市,1 一般
1048,亞洲大學,06134033,行動商務與多媒體應用學系,D 日,M 碩士,1,3,3,-,2,-,1,-,-,-,-,-,-,-,-,-,06 臺中市,1 一般
1048,亞洲大學,06134033,行動商務與多媒體應用學系,D 日,B 學士,47,38,48,42,49,51,58,51,-,-,-,-,-,-,21,6,06 臺中市,1 一般
1048,亞洲大學,06134037,資訊工程學系,D 日,B 學士,68,12,66,12,77,7,69,10,-,-,-,-,-,-,23,1,06 臺中市,1 一般
1048,亞洲大學,07141037,資訊工程學系,D 日,D 博士,4,-,3,1,2,-,2,1,2,1,1,1,1,-,-,-,06 臺中市,1 一般
1048,亞洲大學,07141037,資訊工程學系,D 日,M 碩士,10,6,8,5,4,1,1,-,-,-,-,-,-,-,-,-,06 臺中市,1 一般
1048,亞洲大學,07141037,資訊工程學系,N 職,M 碩士,8,3,9,1,1,1,1,-,-,-,-,-,-,-,-,-,06 臺中市,1 一般
1048,亞洲大學,07141040,光電與通訊學系,D 日,M 碩士,4,-,3,-,-,-,-,-,-,-,-,-,-,-,-,-,06 臺中市,1 一般
1048,亞洲大學,07141040,光電與通訊學系,D 日,B 學士,41,8,35,5,40,3,42,3,-,-,-,-,-,-,6,-,06 臺中市,1 一般
1048,亞洲大學,07141040,光電與通訊學系,N 職,M 碩士,6,-,-,-,1,-,2,-,-,-,-,-,-,-,-,-,06 臺中市,1 一般
1048,亞洲大學,07193029,生物資訊與醫學工程學系,D 日,D 博士,3,-,3,-,1,-,3,-,-,-,1,-,2,1,-,-,06 臺中市,1 一般
1048,亞洲大學,07193029,生物資訊與醫學工程學系,D 日,M 碩士,-,2,1,1,1,-,-,-,-,-,-,-,-,-,-,-,06 臺中市,1 一般
1048,亞洲大學,07193029,生物資訊與醫學工程學系,D 日,B 學士,29,8,28,11,22,15,12,18,-,-,-,-,-,-,2,-,06 臺中市,1 一般
1048,亞洲大學,07193029,生物資訊與醫學工程學系,N 職,M 碩士,13,1,12,3,2,1,1,-,-,-,-,-,-,-,-,-,06 臺中市,1 一般
1048,亞洲大學,08411045,學士後獸醫學系,D 日,B 學士,28,19,10,19,-,-,-,-,-,-,-,-,-,-,-,-,06 臺中市,1 一般
1048,亞洲大學,09131046,護理學系,D 日,B 學士,16,88,15,88,14,94,9,36,-,-,-,-,-,-,-,-,06 臺中市,1 一般
1048,亞洲大學,09141047,視光學系,D 日,B 學士,18,31,16,27,19,25,-,-,-,-,-,-,-,-,-,-,06 臺中市,1 一般
1048,亞洲大學,09152052,職能治療學系,D 日,B 學士,8,43,13,30,-,-,-,-,-,-,-,-,-,-,-,-,06 臺中市,1 一般
1048,亞洲大學,09153051,聽力暨語言治療學系,D 日,B 學士,11,42,7,37,-,-,-,-,-,-,-,-,-,-,-,-,06 臺中市,1 一般
1048,亞洲大學,09211021,健康產業管理學系,D 日,D 博士,2,3,2,2,1,3,2,2,2,4,-,-,2,1,-,-,06 臺中市,1 一般
1048,亞洲大學,09211021,健康產業管理學系,D 日,M 碩士,6,15,5,9,-,5,-,1,-,-,-,-,-,-,-,-,06 臺中市,1 一般
1048,亞洲大學,09211021,健康產業管理學系,D 日,B 學士,18,76,33,63,23,77,32,67,-,-,-,-,-,-,10,6,06 臺中市,1 一般
1048,亞洲大學,09211021,健康產業管理學系,N 職,M 碩士,6,28,5,5,3,9,3,1,-,-,-,-,-,-,-,-,06 臺中市,1 一般
1048,亞洲大學,09231048,社會工作學系,D 日,M 碩士,3,10,5,7,2,9,3,8,-,1,-,-,-,-,-,-,06 臺中市,1 一般
1048,亞洲大學,09231048,社會工作學系,D 日,B 學士,37,72,35,72,36,83,41,80,-,-,-,-,-,-,7,8,06 臺中市,1 一般
1048,亞洲大學,09231048,社會工作學系,P 進,B 學士,21,22,3,24,5,30,7,20,-,-,-,-,-,-,3,11,06 臺中市,1 一般
1048,亞洲大學,10151049,休閒與遊憩管理學系,D 日,M 碩士,10,13,1,3,2,3,-,1,-,-,-,-,-,-,-,-,06 臺中市,1 一般
1048,亞洲大學,10151049,休閒與遊憩管理學系,D 日,B 學士,46,69,43,72,42,81,42,81,-,-,-,-,-,-,12,9,06 臺中市,1 一般
1048,亞洲大學,10151049,休閒與遊憩管理學系,N 職,M 碩士,13,35,8,1,3,1,1,2,-,-,-,-,-,-,-,-,06 臺中市,1 一般
1048,亞洲大學,10151049,休閒與遊憩管理學系,P 進,B 學士,-,-,-,-,-,1,44,40,-,-,-,-,-,-,34,12,06 臺中市,1 一般
1049,開南大學,02111001,創意產業與數位電影學士學位學程,D 日,B 學士,-,-,8,17,12,25,22,28,-,-,-,-,-,-,12,5,03 桃園市,1 一般
1049,開南大學,02111058,電影與創意媒體學系,D 日,B 學士,15,9,-,-,-,-,-,-,-,-,-,-,-,-,-,-,03 桃園市,1 一般
1049,開南大學,02122009,數位空間與商品設計學士學位學程,D 日,B 學士,6,7,16,13,10,18,-,-,-,-,-,-,-,-,-,-,03 桃園市,1 一般
1049,開南大學,02122044,形象與健康管理學士學位學程,D 日,B 學士,5,15,3,13,6,27,-,-,-,-,-,-,-,-,-,-,03 桃園市,1 一般
1049,開南大學,02125044,形象與健康管理進修學士學位學程,P 進,B 學士,6,17,-,-,-,-,-,-,-,-,-,-,-,-,-,-,03 桃園市,1 一般
1049,開南大學,02311006,應用英語學系,D 日,M 碩士,2,7,1,4,2,6,2,1,-,-,-,-,-,-,-,-,03 桃園市,1 一般
1049,開南大學,02311006,應用英語學系,D 日,B 學士,17,15,32,36,29,56,40,56,-,-,-,-,-,-,13,15,03 桃園市,1 一般
1049,開南大學,02311006,應用英語學系,P 進,B 學士,10,21,12,9,11,16,4,15,-,-,-,-,-,-,5,1,03 桃園市,1 一般
1049,開南大學,02311008,應用日語學系,D 日,M 碩士,6,4,2,4,2,5,-,4,-,-,-,-,-,-,-,-,03 桃園市,1 一般
1049,開南大學,02311008,應用日語學系,D 日,B 學士,53,43,60,65,65,68,53,69,-,-,-,-,-,-,16,19,03 桃園市,1 一般
1049,開南大學,02311008,應用日語學系,P 進,B 學士,39,19,28,18,11,16,20,16,-,-,-,-,-,-,8,5,03 桃園市,1 一般
1049,開南大學,02323004,應用華語學系,D 日,M 碩士,5,2,2,3,-,2,2,-,-,-,-,-,-,-,-,-,03 桃園市,1 一般
1049,開南大學,02323004,應用華語學系,D 日,B 學士,37,89,12,62,29,50,20,29,-,-,-,-,-,-,16,15,03 桃園市,1 一般
1049,開南大學,03213003,資訊傳播學系,D 日,B 學士,20,18,34,26,26,32,25,38,-,-,-,-,-,-,15,4,03 桃園市,1 一般
1049,開南大學,04111014,會計學系,D 日,B 學士,13,12,9,12,18,20,22,19,-,-,-,-,-,-,6,1,03 桃園市,1 一般
1049,開南大學,04111014,會計學系,P 進,B 學士,7,7,-,-,-,-,-,-,-,-,-,-,-,-,-,-,03 桃園市,1 一般
1049,開南大學,04121021,財務金融學系,D 日,B 學士,10,6,17,14,33,26,38,35,-,-,-,-,-,-,38,10,03 桃園市,1 一般
1049,開南大學,04121021,財務金融學系,P 進,B 學士,-,-,-,-,-,-,-,-,-,-,-,-,-,-,6,-,03 桃園市,1 一般
1049,開南大學,04131016,國際企業學系,D 日,M 碩士,7,1,4,1,-,-,2,-,-,-,-,-,-,-,-,-,03 桃園市,1 一般
1049,開南大學,04131016,國際企業學系,D 日,B 學士,19,25,25,23,31,31,44,30,-,-,-,-,-,-,6,5,03 桃園市,1 一般
1049,開南大學,04131016,國際企業學系,P 進,B 學士,11,11,28,46,40,27,-,-,-,-,-,-,-,-,-,-,03 桃園市,1 一般
1049,開南大學,04131017,企業與創業管理學系,D 日,M 碩士,-,-,-,-,1,-,1,1,-,-,-,-,-,-,-,-,03 桃園市,1 一般
1049,開南大學,04131017,企業與創業管理學系,D 日,B 學士,24,7,36,9,35,17,44,25,-,-,-,-,-,-,16,6,03 桃園市,1 一般
1049,開南大學,04131017,企業與創業管理學系,P 進,B 學士,24,17,13,9,17,8,32,37,-,-,-,-,-,-,11,6,03 桃園市,1 一般
1049,開南大學,04131031,商學院碩士班,D 日,M 碩士,6,4,5,5,3,-,-,-,-,-,-,-,-,-,-,-,03 桃園市,1 一般
1049,開南大學,04131031,商學院國際榮譽學士學位學程,D 日,B 學士,15,8,15,13,9,14,8,12,-,-,-,-,-,-,4,3,03 桃園市,1 一般
1049,開南大學,04131031,商學院碩士在職專班,N 職,M 碩士,44,17,22,8,-,2,1,1,3,-,-,-,-,-,-,-,03 桃園市,1 一般
1049,開南大學,04133026,健康產業管理學系,D 日,B 學士,5,9,5,21,17,19,17,17,-,-,-,-,-,-,1,3,03 桃園市,1 一般
1049,開南大學,04134010,人文社會學院公共管理碩士在職專班,N 職,M 碩士,6,7,8,12,3,3,8,3,4,-,5,-,-,-,-,-,03 桃園市,1 一般
1049,開南大學,04134012,公共事務管理學系,D 日,M 碩士,1,3,2,1,3,-,1,1,-,-,-,-,-,-,-,-,03 桃園市,1 一般
1049,開南大學,04134012,公共事務管理學系,D 日,B 學士,7,4,9,7,14,22,23,26,-,-,-,-,-,-,7,3,03 桃園市,1 一般
1049,開南大學,04134012,公共事務管理學系原住民族事務專班,D 日,B 學士,3,1,3,9,2,10,4,6,-,-,-,-,-,-,4,-,03 桃園市,1 一般
1049,開南大學,04141024,行銷學系,D 日,B 學士,14,11,12,24,21,37,22,22,-,-,-,-,-,-,6,2,03 桃園市,1 一般
1049,開南大學,04199029,多媒體與行動商務學系,D 日,M 碩士,-,-,-,-,-,-,-,-,-,-,1,-,-,-,-,-,03 桃園市,1 一般
1049,開南大學,04199029,多媒體與行動商務學系,D 日,B 學士,13,6,10,6,18,10,20,17,-,-,-,-,-,-,7,1,03 桃園市,1 一般
1049,開南大學,04199029,多媒體與行動商務學系,P 進,B 學士,-,-,-,-,-,-,-,-,-,-,-,-,-,-,1,-,03 桃園市,1 一般
1049,開南大學,04211011,法律學系,D 日,M 碩士,4,4,4,5,6,2,5,1,-,-,-,-,-,-,-,-,03 桃園市,1 一般
1049,開南大學,04211011,法律學系,D 日,B 學士,49,23,45,33,45,32,50,41,-,-,-,-,-,-,12,6,03 桃園市,1 一般
1049,開南大學,04211011,人文社會學院法律碩士在職專班,N 職,M 碩士,23,6,11,4,-,-,-,-,-,-,-,-,-,-,-,-,03 桃園市,1 一般
1049,開南大學,05191037,保健營養學系,D 日,B 學士,12,30,14,33,20,30,19,31,-,-,-,-,-,-,4,5,03 桃園市,1 一般
1049,開南大學,06131032,資訊管理學系,D 日,M 碩士,-,-,-,-,-,-,-,-,1,-,-,-,-,-,-,-,03 桃園市,1 一般
1049,開南大學,06131032,資訊管理學系,D 日,B 學士,26,6,20,10,66,12,66,15,-,-,-,-,-,-,16,3,03 桃園市,1 一般
1049,開南大學,06131032,資訊管理學系,P 進,B 學士,-,-,-,-,-,-,-,-,-,-,-,-,-,-,3,1,03 桃園市,1 一般
1049,開南大學,06131036,資訊學院碩士班,D 日,M 碩士,7,1,5,1,2,1,1,-,-,-,-,-,-,-,-,-,03 桃園市,1 一般
1049,開南大學,06131036,資訊學院進修學士班,P 進,B 學士,21,8,11,3,17,7,19,9,-,-,-,-,-,-,-,-,03 桃園市,1 一般
1049,開南大學,06133036,資訊學院碩士在職專班,N 職,M 碩士,13,3,3,2,4,-,2,-,-,-,1,-,-,-,-,-,03 桃園市,1 一般
1049,開南大學,09199038,養生與健康行銷學系,D 日,B 學士,8,13,15,26,21,41,33,44,-,-,-,-,-,-,10,2,03 桃園市,1 一般
1049,開南大學,09211057,健康照護管理學院健康照護技術碩士班,D 日,M 碩士,2,6,-,-,-,-,-,-,-,-,-,-,-,-,-,-,03 桃園市,1 一般
1049,開南大學,10151039,觀光與餐飲旅館學系,D 日,B 學士,22,34,48,67,69,108,81,111,-,-,-,-,-,-,31,11,03 桃園市,1 一般
1049,開南大學,10151039,觀光與餐飲旅館學系,P 進,B 學士,-,-,20,14,22,16,23,23,-,-,-,-,-,-,18,17,03 桃園市,1 一般
1049,開南大學,10152043,休閒事業管理學系,D 日,B 學士,17,10,12,16,28,23,34,29,-,-,-,-,-,-,7,5,03 桃園市,1 一般
1049,開南大學,10411045,運輸科技與管理學系,D 日,B 學士,36,22,15,15,28,16,17,9,-,-,-,-,-,-,7,1,03 桃園市,1 一般
1049,開南大學,10412050,物流與航運管理學系,D 日,B 學士,19,20,13,17,27,21,20,21,-,-,-,-,-,-,7,2,03 桃園市,1 一般
1049,開南大學,10412050,物流與航運管理學系,P 進,B 學士,-,-,7,4,6,6,21,9,-,-,-,-,-,-,3,5,03 桃園市,1 一般
1049,開南大學,10413046,空運管理學系,D 日,B 學士,32,45,26,47,50,59,33,62,-,-,-,-,-,-,5,1,03 桃園市,1 一般
1049,開南大學,10413046,空運管理學系,P 進,B 學士,-,-,9,8,18,8,16,7,-,-,-,-,-,-,8,4,03 桃園市,1 一般
1049,開南大學,10499041,觀光運輸學院碩士班,D 日,M 碩士,9,6,7,5,5,6,-,3,-,-,-,-,-,-,-,-,03 桃園市,1 一般
1049,開南大學,10499041,觀光運輸學院碩士在職專班,N 職,M 碩士,29,24,16,13,10,6,6,6,3,1,-,-,-,-,-,-,03 桃園市,1 一般
1049,開南大學,10499041,觀光運輸學院進修學士班,P 進,B 學士,40,43,-,-,-,-,-,-,-,-,-,-,-,-,-,-,03 桃園市,1 一般
1050,佛光大學,02123018,產品與媒體設計學系,D 日,M 碩士,6,1,2,5,3,2,3,2,-,-,-,-,-,-,-,-,02 宜蘭縣,1 一般
1050,佛光大學,02123018,產品與媒體設計學系,D 日,B 學士,22,50,22,48,14,51,20,43,-,-,-,-,-,-,9,8,02 宜蘭縣,1 一般
1050,佛光大學,02211009,宗教學研究所,D 日,M 碩士,6,7,8,6,1,1,-,-,-,-,-,-,-,-,-,-,02 宜蘭縣,1 一般
1050,佛光大學,02211010,佛教學系,D 日,D 博士,1,4,1,2,2,4,4,-,-,1,-,4,-,-,-,-,02 宜蘭縣,1 一般
1050,佛光大學,02211010,佛教學系,D 日,M 碩士,9,6,8,15,4,12,4,9,-,-,-,-,-,-,-,-,02 宜蘭縣,1 一般
1050,佛光大學,02211010,佛教學系,D 日,B 學士,8,8,9,12,8,13,8,11,-,-,-,-,-,-,5,3,02 宜蘭縣,1 一般
1050,佛光大學,02221011,歷史學系,D 日,M 碩士,1,-,2,-,2,3,2,1,-,-,-,-,-,-,-,-,02 宜蘭縣,1 一般
1050,佛光大學,02221011,歷史學系,D 日,B 學士,27,6,27,9,30,13,21,9,-,-,-,-,-,-,11,4,02 宜蘭縣,1 一般
1050,佛光大學,02299015,文化資產與創意學系,D 日,M 碩士,5,10,4,8,2,5,8,10,-,-,-,-,-,-,-,-,02 宜蘭縣,1 一般
1050,佛光大學,02299015,文化資產與創意學系,D 日,B 學士,12,15,21,22,19,23,10,28,-,-,-,-,-,-,5,1,02 宜蘭縣,1 一般
1050,佛光大學,02311007,外國語文學系,D 日,M 碩士,1,6,-,-,-,-,1,1,-,-,-,-,-,-,-,-,02 宜蘭縣,1 一般
1050,佛光大學,02311007,外國語文學系,D 日,B 學士,20,27,11,40,16,27,15,34,-,-,-,-,-,-,7,7,02 宜蘭縣,1 一般
1050,佛光大學,02322006,中國文學與應用學系,D 日,D 博士,3,4,2,4,5,1,3,2,2,3,1,2,1,-,-,-,02 宜蘭縣,1 一般
1050,佛光大學,02322006,中國文學與應用學系,D 日,M 碩士,2,3,1,1,1,2,2,3,-,-,-,-,-,-,-,-,02 宜蘭縣,1 一般
1050,佛光大學,02322006,中國文學與應用學系,D 日,B 學士,13,19,6,20,16,13,13,14,-,-,-,-,-,-,9,6,02 宜蘭縣,1 一般
1050,佛光大學,02322006,中國文學與應用學系,N 職,M 碩士,1,3,1,1,2,4,-,6,2,-,-,-,-,-,-,-,02 宜蘭縣,1 一般
1050,佛光大學,03111020,應用經濟學系,D 日,M 碩士,5,7,4,1,2,-,1,1,-,-,-,-,-,-,-,-,02 宜蘭縣,1 一般
1050,佛光大學,03111020,應用經濟學系,D 日,B 學士,19,21,33,27,34,18,39,24,-,-,-,-,-,-,5,-,02 宜蘭縣,1 一般
1050,佛光大學,03111020,應用經濟學系,N 職,M 碩士,7,17,5,6,-,-,1,-,-,-,-,-,-,-,-,-,02 宜蘭縣,1 一般
1050,佛光大學,03131024,心理學系,D 日,M 碩士,1,12,3,8,3,5,9,1,-,-,-,-,-,-,-,-,02 宜蘭縣,1 一般
1050,佛光大學,03131024,心理學系,D 日,B 學士,22,32,15,36,18,28,21,25,-,-,-,-,-,-,6,1,02 宜蘭縣,1 一般
1050,佛光大學,03141022,社會學系,D 日,M 碩士,6,6,4,3,2,8,2,6,-,-,-,-,-,-,-,-,02 宜蘭縣,1 一般
1050,佛光大學,03141022,社會學系,D 日,B 學士,18,27,20,27,18,33,12,32,-,-,-,-,-,-,2,3,02 宜蘭縣,1 一般
1050,佛光大學,03141023,未來與樂活產業學系,D 日,M 碩士,4,18,9,27,5,12,7,10,-,-,1,-,-,-,-,-,02 宜蘭縣,1 一般
1050,佛光大學,03141023,未來與樂活產業學系宗教學碩士班,D 日,M 碩士,-,-,-,-,-,-,3,4,-,-,-,-,-,-,-,-,02 宜蘭縣,1 一般
1050,佛光大學,03141023,未來與樂活產業學系,D 日,B 學士,15,24,18,17,16,22,13,22,-,-,-,-,-,-,-,2,02 宜蘭縣,1 一般
1050,佛光大學,03211028,傳播學系,D 日,M 碩士,13,23,-,-,1,-,-,-,-,-,-,-,-,-,-,-,02 宜蘭縣,1 一般
1050,佛光大學,03211028,傳播學系,D 日,B 學士,30,49,30,45,30,50,24,39,-,-,-,-,-,-,5,5,02 宜蘭縣,1 一般
1050,佛光大學,03211028,傳播學系原住民專班,D 日,B 學士,-,-,1,2,2,4,1,3,-,-,-,-,-,-,-,4,02 宜蘭縣,1 一般
1050,佛光大學,03211028,傳播學系,N 職,M 碩士,-,-,-,-,-,-,-,-,-,-,-,-,1,-,-,-,02 宜蘭縣,1 一般
1050,佛光大學,04131030,管理學系,D 日,M 碩士,10,4,2,9,1,1,1,-,-,-,-,-,-,-,-,-,02 宜蘭縣,1 一般
1050,佛光大學,04131030,管理學系,D 日,B 學士,37,27,40,24,31,32,37,26,-,-,-,-,-,-,7,1,02 宜蘭縣,1 一般
1050,佛光大學,04131030,管理學系,N 職,M 碩士,15,7,8,8,4,2,3,1,4,2,-,-,-,-,-,-,02 宜蘭縣,1 一般
1050,佛光大學,04134025,公共事務學系政策與行政管理碩士班,D 日,M 碩士,4,4,-,3,-,2,-,-,-,-,-,-,-,-,-,-,02 宜蘭縣,1 一般
1050,佛光大學,04134025,公共事務學系國際與兩岸事務碩士班,D 日,M 碩士,4,2,7,-,1,-,2,1,-,-,-,-,-,-,-,-,02 宜蘭縣,1 一般
1050,佛光大學,04134025,公共事務學系,D 日,B 學士,22,25,37,25,23,25,28,36,-,-,-,-,-,-,3,6,02 宜蘭縣,1 一般
1050,佛光大學,04134025,公共事務學系,N 職,M 碩士,16,10,9,4,4,1,3,1,4,-,-,-,-,-,-,-,02 宜蘭縣,1 一般
1050,佛光大學,06134032,資訊應用學系,D 日,M 碩士,7,5,1,3,2,1,5,3,-,-,-,-,-,-,-,-,02 宜蘭縣,1 一般
1050,佛光大學,06134032,資訊應用學系,D 日,B 學士,47,8,46,14,46,11,48,21,-,-,-,-,-,-,19,3,02 宜蘭縣,1 一般
1050,佛光大學,06134032,資訊應用學系,N 職,M 碩士,-,3,8,2,3,-,2,-,6,-,-,-,-,-,-,-,02 宜蘭縣,1 一般
1050,佛光大學,10131034,健康與創意素食產業學系,D 日,B 學士,22,26,19,33,18,26,16,27,-,-,-,-,-,-,-,1,02 宜蘭縣,1 一般
1051,台南應用科技大學,02112012,視覺傳達設計系創新應用設計碩士班,D 日,M 碩士,2,1,2,4,3,-,1,1,-,-,-,-,-,-,-,-,11 臺南市,2 技職
1051,台南應用科技大學,02112012,視覺傳達設計系,D 日,B 四技,39,92,45,113,23,111,45,122,-,-,-,-,-,-,5,8,11 臺南市,2 技職
1051,台南應用科技大學,02112012,視覺傳達設計系創新應用設計碩士班,N 職,M 碩士,2,2,-,2,-,2,1,-,-,1,-,-,-,-,-,-,11 臺南市,2 技職
1051,台南應用科技大學,02112012,視覺傳達設計系,N 修,B 四技,9,5,7,15,9,16,4,13,-,-,-,-,-,-,2,4,11 臺南市,2 技職
1051,台南應用科技大學,02112013,多媒體動畫系,D 日,B 四技,34,79,35,78,42,61,16,43,-,-,-,-,-,-,1,1,11 臺南市,2 技職
1051,台南應用科技大學,02122010,時尚設計系,D 日,B 四技,12,81,12,85,11,104,13,87,-,-,-,-,-,-,-,4,11 臺南市,2 技職
1051,台南應用科技大學,02122010,時尚設計系,N 修,B 四技,6,9,-,-,2,9,1,4,-,-,-,-,-,-,1,5,11 臺南市,2 技職
1051,台南應用科技大學,02122046,漫畫學士學位學程,D 日,B 四技,17,40,-,-,-,-,-,-,-,-,-,-,-,-,-,-,11 臺南市,2 技職
1051,台南應用科技大學,02123014,商品設計系,D 日,B 四技,46,101,55,97,55,97,51,92,-,-,-,-,-,-,5,3,11 臺南市,2 技職
1051,台南應用科技大學,02123014,商品設計系,N 修,B 四技,11,13,11,9,5,13,2,4,-,-,-,-,-,-,8,6,11 臺南市,2 技職
1051,台南應用科技大學,02124015,室內設計系,D 日,M 碩士,1,7,-,9,-,-,-,-,-,-,-,-,-,-,-,-,11 臺南市,2 技職
1051,台南應用科技大學,02124015,室內設計系,D 日,B 四技,44,72,41,74,42,59,27,73,-,-,-,-,-,-,4,3,11 臺南市,2 技職
1051,台南應用科技大學,02124015,室內設計系,N 修,B 四技,32,18,18,12,13,16,16,17,-,-,-,-,-,-,7,5,11 臺南市,2 技職
1051,台南應用科技大學,02125042,服飾設計管理系,D 日,B 四技,17,139,20,127,13,144,10,126,-,-,-,-,-,-,4,9,11 臺南市,2 技職
1051,台南應用科技大學,02125042,服飾設計管理系,D 日,C 二技,-,-,-,-,-,-,-,1,-,-,-,-,-,-,-,-,11 臺南市,2 技職
1051,台南應用科技大學,02125042,服飾設計管理系,N 修,B 四技,5,16,4,10,2,16,2,26,-,-,-,-,-,-,2,3,11 臺南市,2 技職
1051,台南應用科技大學,02131001,美術系,D 日,M 碩士,3,7,1,5,3,4,3,4,-,-,-,-,-,-,-,-,11 臺南市,2 技職
1051,台南應用科技大學,02131001,美術系,D 日,B 四技,60,87,70,89,44,106,44,85,-,-,-,-,-,-,8,13,11 臺南市,2 技職
1051,台南應用科技大學,02131001,美術系,D 日,C 二技,-,-,-,-,33,59,17,63,-,-,-,-,-,-,11,8,11 臺南市,2 技職
1051,台南應用科技大學,02131001,美術系,D 日,5 五專,25,81,28,90,28,94,24,86,33,71,-,-,-,-,-,-,11 臺南市,2 技職
1051,台南應用科技大學,02131001,美術系,N 職,M 碩士,-,3,3,3,1,6,-,1,-,-,-,-,-,-,-,-,11 臺南市,2 技職
1051,台南應用科技大學,02131001,美術系,N 修,B 四技,6,11,-,-,2,11,3,12,-,-,-,-,-,-,2,1,11 臺南市,2 技職
1051,台南應用科技大學,02151003,音樂系,D 日,M 碩士,1,9,2,2,-,6,-,3,-,-,-,-,-,-,-,-,11 臺南市,2 技職
1051,台南應用科技大學,02151003,音樂系,D 日,C 二技,-,-,-,-,19,41,6,70,-,-,-,-,-,-,7,10,11 臺南市,2 技職
1051,台南應用科技大學,02151003,音樂系,D 日,5 五專,12,50,19,69,23,61,18,66,19,60,-,-,-,-,-,-,11 臺南市,2 技職
1051,台南應用科技大學,02151003,音樂系,N 職,M 碩士,1,4,-,2,-,8,-,3,-,1,-,-,-,-,-,-,11 臺南市,2 技職
1051,台南應用科技大學,02151003,音樂系,N 修,C 二技,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,1,11 臺南市,2 技職
1051,台南應用科技大學,02151004,流行音樂學士學位學程,D 日,B 四技,33,15,23,23,-,-,-,-,-,-,-,-,-,-,-,-,11 臺南市,2 技職
1051,台南應用科技大學,02152005,舞蹈系,D 日,B 四技,-,32,4,32,1,22,7,25,-,-,-,-,-,-,1,5,11 臺南市,2 技職
1051,台南應用科技大學,02152005,舞蹈系,D 日,C 二技,-,-,-,-,3,26,-,31,-,-,-,-,-,-,-,3,11 臺南市,2 技職
1051,台南應用科技大學,02152005,舞蹈系,D 日,5 五專,3,48,2,43,-,44,2,40,1,41,-,-,-,-,-,-,11 臺南市,2 技職
1051,台南應用科技大學,02311009,應用英語系,D 日,B 四技,11,68,21,76,21,83,13,77,-,-,-,-,-,-,2,11,11 臺南市,2 技職
1051,台南應用科技大學,02311009,應用英語系,D 日,C 二技,-,-,-,-,2,8,1,7,-,-,-,-,-,-,-,-,11 臺南市,2 技職
1051,台南應用科技大學,02311009,應用英語系,N 修,B 四技,12,18,7,13,5,11,5,12,-,-,-,-,-,-,-,5,11 臺南市,2 技職
1051,台南應用科技大學,02311009,應用英語系,N 修,C 二技,-,-,-,-,7,11,6,9,-,-,-,-,-,-,1,1,11 臺南市,2 技職
1051,台南應用科技大學,04111018,會計資訊系,D 日,B 四技,10,15,7,15,8,21,7,23,-,-,-,-,-,-,2,1,11 臺南市,2 技職
1051,台南應用科技大學,04121025,財務金融系,D 日,B 四技,13,25,17,29,31,37,26,22,-,-,-,-,-,-,-,1,11 臺南市,2 技職
1051,台南應用科技大學,04131021,企業管理系,D 日,B 四技,30,45,27,41,36,38,31,48,-,-,-,-,-,-,8,1,11 臺南市,2 技職
